image_2.jpg#0	insert new bolt.
image_11.jpg#1	cut out corroded section and apply radius for paint system
image_11.jpg#2	cut out corroded section and apply radius for paint system
image_11.jpg#3	cut out corroded section and apply radius for paint system
image_11.jpg#4	cut out corroded section and apply radius for paint system
image_12.jpg#0	unable to insert new bolt, fill hole
image_12.jpg#1	unable to insert new bolt, fill hole
image_12.jpg#2	unable to insert new bolt, fill hole
image_12.jpg#3	unable to insert new bolt, fill hole
image_12.jpg#4	unable to insert new bolt, fill hole
image_13.jpg#0	unable to insert new bolt, fill hole
image_13.jpg#1	unable to insert new bolt, fill hole
image_13.jpg#2	unable to insert new bolt, fill hole
image_13.jpg#3	unable to insert new bolt, fill hole
image_13.jpg#4	unable to insert new bolt, fill hole
image_14.jpg#0	cut out corroded section and apply radius for paint system
image_14.jpg#1	cut out corroded section and apply radius for paint system
image_14.jpg#2	cut out corroded section and apply radius for paint system
image_14.jpg#3	cut out corroded section and apply radius for paint system
image_14.jpg#4	cut out corroded section and apply radius for paint system
image_15.jpg#0	cut out corroded section and apply radius for paint system
image_15.jpg#1	cut out corroded section and apply radius for paint system
image_15.jpg#2	cut out corroded section and apply radius for paint system
image_15.jpg#3	cut out corroded section and apply radius for paint system
image_15.jpg#4	cut out corroded section and apply radius for paint system
image_16.jpg#0	cut out corroded section and apply radius for paint system
image_16.jpg#1	cut out corroded section and apply radius for paint system
image_16.jpg#2	cut out corroded section and apply radius for paint system
image_16.jpg#3	cut out corroded section and apply radius for paint system
image_16.jpg#4	cut out corroded section and apply radius for paint system
image_17.jpg#0	cut out corroded section and apply radius for paint system
image_17.jpg#1	cut out corroded section and apply radius for paint system
image_17.jpg#2	cut out corroded section and apply radius for paint system
image_17.jpg#3	cut out corroded section and apply radius for paint system
image_17.jpg#4	cut out corroded section and apply radius for paint system
image_18.jpg#0	weld cover plate 100mm beyond defect. weld to be all around - vertical, angle and web
image_18.jpg#1	weld cover plate 100mm beyond defect. weld to be all around - vertical, angle and web
image_18.jpg#2	weld cover plate 100mm beyond defect. weld to be all around - vertical, angle and web
image_18.jpg#3	weld cover plate 100mm beyond defect. weld to be all around - vertical, angle and web
image_18.jpg#4	weld cover plate 100mm beyond defect. weld to be all around - vertical, angle and web
image_19.jpg#0	cut out corroded section and apply radius for paint system
image_19.jpg#1	cut out corroded section and apply radius for paint system
image_19.jpg#2	cut out corroded section and apply radius for paint system
image_19.jpg#3	cut out corroded section and apply radius for paint system
image_19.jpg#4	cut out corroded section and apply radius for paint system
image_20.jpg#0	cut out corroded section and apply radius for paint system
image_20.jpg#1	cut out corroded section and apply radius for paint system
image_20.jpg#2	cut out corroded section and apply radius for paint system
image_20.jpg#3	cut out corroded section and apply radius for paint system
image_20.jpg#4	cut out corroded section and apply radius for paint system
image_21.jpg#0	cut out corroded section and apply radius for paint system
image_21.jpg#1	cut out corroded section and apply radius for paint system
image_21.jpg#2	cut out corroded section and apply radius for paint system
image_21.jpg#3	cut out corroded section and apply radius for paint system
image_21.jpg#4	cut out corroded section and apply radius for paint system
image_22.jpg#0	cut out corroded section and apply radius for paint system
image_22.jpg#1	cut out corroded section and apply radius for paint system
image_22.jpg#2	cut out corroded section and apply radius for paint system
image_22.jpg#3	cut out corroded section and apply radius for paint system
image_22.jpg#4	cut out corroded section and apply radius for paint system
image_23.jpg#0	cut out corroded section and apply radius for paint system
image_23.jpg#1	cut out corroded section and apply radius for paint system
image_23.jpg#2	cut out corroded section and apply radius for paint system
image_23.jpg#3	cut out corroded section and apply radius for paint system
image_23.jpg#4	cut out corroded section and apply radius for paint system
image_24.jpg#0	cut out corroded section and apply radius for paint system
image_24.jpg#1	cut out corroded section and apply radius for paint system
image_24.jpg#2	cut out corroded section and apply radius for paint system
image_24.jpg#3	cut out corroded section and apply radius for paint system
image_24.jpg#4	cut out corroded section and apply radius for paint system
image_25.jpg#0	cut out corroded section and apply radius for paint system
image_25.jpg#1	cut out corroded section and apply radius for paint system
image_25.jpg#2	cut out corroded section and apply radius for paint system
image_25.jpg#3	cut out corroded section and apply radius for paint system
image_25.jpg#4	cut out corroded section and apply radius for paint system
image_26.jpg#0	cut out corroded section and apply radius for paint system
image_26.jpg#1	cut out corroded section and apply radius for paint system
image_26.jpg#2	cut out corroded section and apply radius for paint system
image_26.jpg#3	cut out corroded section and apply radius for paint system
image_26.jpg#4	cut out corroded section and apply radius for paint system
image_27.jpg#0	cut out corroded section and apply radius for paint system
image_27.jpg#1	cut out corroded section and apply radius for paint system
image_27.jpg#2	cut out corroded section and apply radius for paint system
image_27.jpg#3	cut out corroded section and apply radius for paint system
image_27.jpg#4	cut out corroded section and apply radius for paint system
image_28.jpg#0	cut out corroded section and apply radius for paint system
image_28.jpg#1	cut out corroded section and apply radius for paint system
image_28.jpg#2	cut out corroded section and apply radius for paint system
image_28.jpg#3	cut out corroded section and apply radius for paint system
image_28.jpg#4	cut out corroded section and apply radius for paint system
image_29.jpg#0	cut out corroded section and apply radius for paint system
image_29.jpg#1	cut out corroded section and apply radius for paint system
image_29.jpg#2	cut out corroded section and apply radius for paint system
image_29.jpg#3	cut out corroded section and apply radius for paint system
image_29.jpg#4	cut out corroded section and apply radius for paint system
image_30.jpg#0	weld new plate over the hole with a 6mm cfw to stop further corrosion.
image_30.jpg#1	weld new plate over the hole with a 6mm cfw to stop further corrosion.
image_30.jpg#2	weld new plate over the hole with a 6mm cfw to stop further corrosion.
image_30.jpg#3	weld new plate over the hole with a 6mm cfw to stop further corrosion.
image_30.jpg#4	weld new plate over the hole with a 6mm cfw to stop further corrosion.
image_31.jpg#0	heat straighten web of stiffener
image_31.jpg#1	heat straighten web of stiffener
image_31.jpg#2	heat straighten web of stiffener
image_31.jpg#3	heat straighten web of stiffener
image_31.jpg#4	heat straighten web of stiffener
image_32.jpg#0	install a new handrail to current standards
image_32.jpg#1	install a new handrail to current standards
image_32.jpg#2	install a new handrail to current standards
image_32.jpg#3	install a new handrail to current standards
image_32.jpg#4	install a new handrail to current standards
image_33.jpg#0	cut out corroded section
image_33.jpg#1	cut out corroded section
image_33.jpg#2	cut out corroded section
image_33.jpg#3	cut out corroded section
image_33.jpg#4	cut out corroded section
image_34.jpg#0	cut out corroded section
image_34.jpg#1	cut out corroded section
image_34.jpg#2	cut out corroded section
image_34.jpg#3	cut out corroded section
image_34.jpg#4	cut out corroded section
image_35.jpg#0	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_35.jpg#1	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_35.jpg#2	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_35.jpg#3	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_35.jpg#4	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_36.jpg#0	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_36.jpg#1	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_36.jpg#2	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_36.jpg#3	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_36.jpg#4	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_37.jpg#0	cut out and grind back
image_37.jpg#1	cut out and grind back
image_37.jpg#2	cut out and grind back
image_37.jpg#3	cut out and grind back
image_37.jpg#4	cut out and grind back
image_38.jpg#0	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_38.jpg#1	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_38.jpg#2	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_38.jpg#3	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_38.jpg#4	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_39.jpg#0	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_39.jpg#1	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_39.jpg#2	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_39.jpg#3	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_39.jpg#4	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_40.jpg#0	knife edge element to minimum of 3mm thickness and apply a 4mm radius.
image_40.jpg#1	knife edge element to minimum of 3mm thickness and apply a 4mm radius.
image_40.jpg#2	knife edge element to minimum of 3mm thickness and apply a 4mm radius.
image_40.jpg#3	knife edge element to minimum of 3mm thickness and apply a 4mm radius.
image_40.jpg#4	knife edge element to minimum of 3mm thickness and apply a 4mm radius.
image_41.jpg#0	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_41.jpg#1	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_41.jpg#2	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_41.jpg#3	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_41.jpg#4	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_42.jpg#0	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_42.jpg#1	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_42.jpg#2	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_42.jpg#3	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_42.jpg#4	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_43.jpg#0	knife edge element to minimum of 3mm thickness and apply a 4mm radius.
image_43.jpg#1	knife edge element to minimum of 3mm thickness and apply a 4mm radius.
image_43.jpg#2	knife edge element to minimum of 3mm thickness and apply a 4mm radius.
image_43.jpg#3	knife edge element to minimum of 3mm thickness and apply a 4mm radius.
image_43.jpg#4	knife edge element to minimum of 3mm thickness and apply a 4mm radius.
image_44.jpg#0	insert packer between rb flange and stool then tack weld in place
image_44.jpg#1	insert packer between rb flange and stool then tack weld in place
image_44.jpg#2	insert packer between rb flange and stool then tack weld in place
image_44.jpg#3	insert packer between rb flange and stool then tack weld in place
image_44.jpg#4	insert packer between rb flange and stool then tack weld in place
image_45.jpg#0	knife edge element to minimum of 3mm thickness and apply a 4mm radius.
image_45.jpg#1	knife edge element to minimum of 3mm thickness and apply a 4mm radius.
image_45.jpg#2	knife edge element to minimum of 3mm thickness and apply a 4mm radius.
image_45.jpg#3	knife edge element to minimum of 3mm thickness and apply a 4mm radius.
image_45.jpg#4	knife edge element to minimum of 3mm thickness and apply a 4mm radius.
image_46.jpg#0	knife edge element to minimum of 3mm thickness and apply a 4mm radius.
image_46.jpg#1	knife edge element to minimum of 3mm thickness and apply a 4mm radius.
image_46.jpg#2	knife edge element to minimum of 3mm thickness and apply a 4mm radius.
image_46.jpg#3	knife edge element to minimum of 3mm thickness and apply a 4mm radius.
image_46.jpg#4	knife edge element to minimum of 3mm thickness and apply a 4mm radius.
image_47.jpg#0	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_47.jpg#1	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_47.jpg#2	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_47.jpg#3	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_47.jpg#4	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_48.jpg#0	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_48.jpg#1	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_48.jpg#2	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_48.jpg#3	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_48.jpg#4	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_49.jpg#0	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_49.jpg#1	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_49.jpg#2	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_49.jpg#3	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_49.jpg#4	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_50.jpg#0	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_50.jpg#1	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_50.jpg#2	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_50.jpg#3	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_50.jpg#4	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_51.jpg#0	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_51.jpg#1	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_51.jpg#2	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_51.jpg#3	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_51.jpg#4	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_52.jpg#0	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_52.jpg#1	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_52.jpg#2	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_52.jpg#3	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_52.jpg#4	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_53.jpg#0	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_53.jpg#1	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_53.jpg#2	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_53.jpg#3	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_53.jpg#4	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_54.jpg#0	remove existing membrane and insert a new rubber pad then shim until tight
image_54.jpg#1	remove existing membrane and insert a new rubber pad then shim until tight
image_54.jpg#2	remove existing membrane and insert a new rubber pad then shim until tight
image_54.jpg#3	remove existing membrane and insert a new rubber pad then shim until tight
image_54.jpg#4	remove existing membrane and insert a new rubber pad then shim until tight
image_55.jpg#0	cut out corroded section
image_55.jpg#1	cut out corroded section
image_55.jpg#2	cut out corroded section
image_55.jpg#3	cut out corroded section
image_55.jpg#4	cut out corroded section
image_56.jpg#0	additional bracket detail to be developed
image_56.jpg#1	additional bracket detail to be developed
image_56.jpg#2	additional bracket detail to be developed
image_56.jpg#3	additional bracket detail to be developed
image_56.jpg#4	additional bracket detail to be developed
image_57.jpg#0	remove the front face bricks locally adjacent to crack and reset in the correct alignment. joint to be stitched in accordance with nr/civ/sd/110. packing to be install between brickwork and plate and sealed.
image_57.jpg#1	remove the front face bricks locally adjacent to crack and reset in the correct alignment. joint to be stitched in accordance with nr/civ/sd/110. packing to be install between brickwork and plate and sealed.
image_57.jpg#2	remove the front face bricks locally adjacent to crack and reset in the correct alignment. joint to be stitched in accordance with nr/civ/sd/110. packing to be install between brickwork and plate and sealed.
image_57.jpg#3	remove the front face bricks locally adjacent to crack and reset in the correct alignment. joint to be stitched in accordance with nr/civ/sd/110. packing to be install between brickwork and plate and sealed.
image_57.jpg#4	remove the front face bricks locally adjacent to crack and reset in the correct alignment. joint to be stitched in accordance with nr/civ/sd/110. packing to be install between brickwork and plate and sealed.
image_58.jpg#0	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_58.jpg#1	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_58.jpg#2	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_58.jpg#3	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_58.jpg#4	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_59.jpg#0	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_59.jpg#1	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_59.jpg#2	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_59.jpg#3	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_59.jpg#4	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_60.jpg#0	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_60.jpg#1	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_60.jpg#2	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_60.jpg#3	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_60.jpg#4	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_62.jpg#0	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_62.jpg#1	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_62.jpg#2	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_62.jpg#3	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_62.jpg#4	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_63.jpg#0	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_63.jpg#1	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_63.jpg#2	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_63.jpg#3	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_63.jpg#4	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_64.jpg#0	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_64.jpg#1	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_64.jpg#2	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_64.jpg#3	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_64.jpg#4	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_65.jpg#0	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_65.jpg#1	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_65.jpg#2	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_65.jpg#3	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_65.jpg#4	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_66.jpg#0	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
image_66.jpg#1	install a welded 8mm plate over the defect using a 6mm cfw, new plate to extend a minimum of 100mm past the defect area, provision of a spigot to direct the flow of water below structural elements.
